"YOB","Gender","Income","HouseholdStatus","EducationLevel","Party","Q124742","Q124122","Q123464","Q123621","Q122769","Q122770","Q122771","Q122120","Q121699","Q121700","Q120978","Q121011","Q120379","Q120650","Q120472","Q120194","Q120012","Q120014","Q119334","Q119851","Q119650","Q118892","Q118117","Q118232","Q118233","Q118237","Q117186","Q117193","Q116797","Q116881","Q116953","Q116601","Q116441","Q116448","Q116197","Q115602","Q115777","Q115610","Q115611","Q115899","Q115390","Q114961","Q114748","Q115195","Q114517","Q114386","Q113992","Q114152","Q113583","Q113584","Q113181","Q112478","Q112512","Q112270","Q111848","Q111580","Q111220","Q110740","Q109367","Q108950","Q109244","Q108855","Q108617","Q108856","Q108754","Q108342","Q108343","Q107869","Q107491","Q106993","Q106997","Q106272","Q106388","Q106389","Q106042","Q105840","Q105655","Q104996","Q103293","Q102906","Q102674","Q102687","Q102289","Q102089","Q101162","Q101163","Q101596","Q100689","Q100680","Q100562","Q99982","Q100010","Q99716","Q99581","Q99480","Q98869","Q98578","Q98059","Q98078","Q98197","Q96024","UserID","votes"
1962,"Female","$100,001 - $150,000","Single (w/kids)","Current Undergraduate","Independent","No","Yes","No","Yes","Yes","Yes","Public","No","Yes","No","No","Yes","No","Yes","Science","Study first","No","Yes","No","No","Giving","Yes","No","Idealist","No","No","Cool headed","Standard hours","No","Happy","Yes","Yes","Yes","No","A.M.","Yes","Start","Yes","No","Circumstances","Yes","Yes","No","No","No","TMI","No","No","Tunes","People","No","Yes","Yes","No","Yes","Supportive","No","Mac","Yes","Cautious","Yes","Yes!","No","Space","No","In-person","No","No","Yes","No","Yay people!","No","No","Yes","Yes","No","No","No","No","Yes","No","No","No","Own","Optimist","Mom","No","Yes","No","Yes","Nope","Yes","No","No","No","Yes","No","Yes","Yes","No","Yes",2256,101
1993,"Female","$25,001 - $50,000","Single (no kids)","Current Undergraduate","Libertarian","Yes","Yes","No","No","No","Yes","Public","No","Yes","No","No","Yes","Yes","Yes","Science","Study first","No","Yes","Yes","Yes","Receiving","Yes","Yes","Pragmatist","No","Yes","Cool headed","Odd hours","No","Right","No","No","No","Yes","P.M.","No","Start","No","No","Circumstances","No","Yes","Yes","Yes","No","Mysterious","No","No","Tunes","People","No","No","Yes","Yes","Yes","Supportive","No","PC","No","Cautious","No","Yes!","No","Space","No","In-person","No","Yes","Yes","No","Grrr people","No","No","Yes","Yes","No","Yes","No","Yes","Yes","No","Yes","No","Rent","Pessimist","Dad","No","No","Yes","No","Check!","No","No","No","No","No","No","Only-child","No","No","No",2259,90
1969,"Female","$100,001 - $150,000","Married (w/kids)","High School Diploma","Republican","Yes","No","No","Yes","Yes","No","Public","No","Yes","No","Yes","No","No","Yes","Art","Try first","Yes","No","Yes","No","Receiving","No","No","Pragmatist","Yes","No","Cool headed","Standard hours","Yes","Happy","Yes","Yes","Yes","No","P.M.","No","Start","Yes","Yes","Circumstances","Yes","No","Yes","No","Yes","TMI","No","Yes","Talk","Technology","No","No","Yes","No","Yes","Demanding","No","PC","Yes","Risk-friendly","No","Umm...","No","Space","No","Online","Yes","Yes","Yes","No","Grrr people","Yes","No","No","Yes","Yes","No","No","Yes","No","Yes","Yes","No","Own","Optimist","Mom","Yes","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","Yes","No","Yes",2263,97
1994,"Male","$75,000 - $100,000","Married (no kids)","Current K-12","Democrat","No","Yes","No","No","No","No","Private","Yes","No","No","No","No","Yes","Yes","Art","Study first","No","Yes","Yes","Yes","Receiving","Yes","Yes","Idealist","Yes","Yes","Cool headed","Standard hours","No","Happy","Yes","Yes","No","Yes","P.M.","Yes","Start","No","No","Me","No","No","Yes","Yes","No","Mysterious","No","No","Tunes","People","No","No","No","No","Yes","Supportive","Yes","Mac","No","Cautious","Yes","Yes!","No","Socialize","Yes","In-person","No","Yes","Yes","Yes","Grrr people","Yes","Yes","Yes","No","No","Yes","Yes","No","No","No","Yes","Yes","Own","Pessimist","Dad","No","No","Yes","Yes","Check!","No","No","No","No","Yes","Yes","Yes","Yes","No","Yes",2265,89
1940,"Male","under $25,000","Married (no kids)","Bachelor's Degree","Republican","No","No","No","Yes","No","No","Public","No","Yes","Yes","No","No","No","Yes","Science","Try first","Yes","No","No","No","Giving","Yes","No","Pragmatist","No","No","Cool headed","Standard hours","No","Happy","Yes","Yes","No","No","P.M.","Yes","End","Yes","Yes","Me","Yes","No","Yes","No","Yes","Mysterious","No","No","Talk","Technology","Yes","No","Yes","Yes","No","Demanding","No","PC","Yes","Cautious","No","Umm...","No","Space","No","Online","Yes","Yes","Yes","Yes","Yay people!","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes","No","No","Rent","Optimist","Mom","Yes","Yes","Yes","No","Nope","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","No",2267,53
1984,"Female","$75,000 - $100,000","Married (no kids)","Master's Degree","Republican","No","Yes","No","No","No","No","Public","No","No","Yes","No","Yes","Yes","Yes","Art","Study first","No","No","No","No","Giving","Yes","No","Idealist","No","Yes","Hot headed","Odd hours","No","Happy","Yes","Yes","Yes","No","P.M.","Yes","End","Yes","No","Circumstances","Yes","No","No","No","No","TMI","No","No","Tunes","Technology","No","Yes","Yes","No","Yes","Demanding","No","PC","Yes","Cautious","No","Umm...","No","Space","No","In-person","Yes","No","Yes","No","Grrr people","Yes","No","Yes","Yes","No","Yes","No","No","No","No","Yes","No","Own","Pessimist","Mom","No","Yes","Yes","Yes","Check!","Yes","No","No","Yes","No","No","Yes","Yes","No","No",2270,25
1967,"Male","$75,000 - $100,000","Married (w/kids)","High School Diploma","Republican","No","No","No","No","Yes","Yes","Private","Yes","No","No","No","No","Yes","Yes","Science","Try first","No","No","No","No","Giving","Yes","Yes","Pragmatist","No","Yes","Cool headed","Standard hours","No","Happy","No","Yes","Yes","No","P.M.","No","Start","Yes","No","Circumstances","Yes","Yes","No","Yes","No","Mysterious","No","No","Talk","Technology","Yes","Yes","Yes","No","No","Demanding","No","Mac","Yes","Cautious","No","Umm...","No","Space","No","In-person","No","No","Yes","No","Yay people!","Yes","No","Yes","Yes","No","Yes","Yes","No","No","No","No","No","Own","Pessimist","Dad","Yes","Yes","No","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","No","Yes","Yes",2272,53
1992,"Male","$50,000 - $74,999","Single (no kids)","Current Undergraduate","Libertarian","No","No","No","No","No","Yes","Public","No","Yes","Yes","No","No","No","Yes","Science","Try first","Yes","Yes","No","No","Receiving","No","Yes","Pragmatist","No","No","Cool headed","Standard hours","Yes","Right","Yes","No","No","Yes","A.M.","Yes","End","Yes","Yes","Me","Yes","Yes","Yes","No","No","Mysterious","No","No","Talk","People","Yes","No","Yes","Yes","No","Demanding","No","PC","No","Cautious","No","Yes!","No","Space","Yes","Online","No","Yes","Yes","Yes","Grrr people","No","No","Yes","No","No","Yes","No","No","No","No","No","No","Own","Optimist","Dad","No","No","No","No","Check!","No","Yes","No","Yes","No","No","Yes","No","Yes","No",2273,65
1976,"Female","$75,000 - $100,000","Married (w/kids)","Master's Degree","Independent","Yes","No","No","Yes","Yes","No","Public","Yes","Yes","No","Yes","Yes","Yes","Yes","Art","Study first","Yes","No","Yes","No","Giving","Yes","Yes","Idealist","No","Yes","Hot headed","Standard hours","Yes","Happy","Yes","Yes","Yes","Yes","P.M.","No","Start","Yes","Yes","Circumstances","No","No","No","Yes","No","Mysterious","No","No","Tunes","People","Yes","Yes","Yes","No","Yes","Demanding","No","PC","Yes","Cautious","Yes","Yes!","No","Socialize","No","In-person","Yes","Yes","Yes","Yes","Yay people!","Yes","Yes","Yes","Yes","No","Yes","No","Yes","No","Yes","Yes","No","Own","Optimist","Mom","Yes","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes",2276,77
1981,"Male","$50,000 - $74,999","Single (no kids)","Bachelor's Degree","Independent","Yes","No","No","Yes","No","No","Public","No","Yes","No","Yes","No","No","Yes","Science","Study first","Yes","No","No","Yes","Receiving","No","Yes","Pragmatist","Yes","No","Hot headed","Standard hours","No","Right","No","Yes","No","No","P.M.","Yes","End","No","No","Circumstances","No","Yes","No","No","No","TMI","No","No","Tunes","Technology","No","Yes","Yes","Yes","Yes","Demanding","No","Mac","Yes","Cautious","Yes","Umm...","No","Space","No","Online","No","No","Yes","Yes","Grrr people","Yes","Yes","Yes","No","Yes","Yes","No","No","No","No","No","No","Rent","Pessimist","Dad","No","Yes","Yes","Yes","Nope","No","Yes","No","Yes","No","No","Yes","No","No","No",2279,101
1981,"Male","$100,001 - $150,000","Married (w/kids)","Bachelor's Degree","Other","No","No","No","Yes","No","No","Public","No","Yes","No","Yes","Yes","Yes","Yes","Science","Study first","Yes","Yes","No","Yes","Receiving","No","Yes","Idealist","Yes","No","Cool headed","Standard hours","Yes","Right","Yes","Yes","Yes","Yes","P.M.","Yes","End","No","Yes","Me","Yes","No","No","Yes","No","TMI","No","No","Talk","Technology","No","Yes","Yes","No","Yes","Supportive","No","Mac","Yes","Cautious","Yes","Yes!","No","Space","No","Online","Yes","No","Yes","Yes","Yay people!","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","No","No","No","Own","Pessimist","Dad","No","Yes","No","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","No","Yes","Yes",2281,65
1991,"Male","$75,000 - $100,000","Single (no kids)","Master's Degree","Republican","Yes","Yes","No","Yes","No","Yes","Private","No","Yes","No","Yes","Yes","Yes","Yes","Science","Study first","Yes","No","Yes","No","Giving","Yes","No","Pragmatist","No","Yes","Hot headed","Odd hours","No","Happy","Yes","Yes","No","Yes","P.M.","No","Start","Yes","No","Circumstances","Yes","Yes","Yes","Yes","No","TMI","Yes","No","Tunes","Technology","No","No","Yes","Yes","Yes","Supportive","Yes","PC","Yes","Cautious","No","Yes!","No","Space","No","In-person","No","Yes","Yes","No","Grrr people","Yes","No","No","No","No","No","Yes","Yes","Yes","No","No","No","Own","Pessimist","Mom","Yes","No","No","No","Check!","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes",2284,59
1965,"Female","over $150,000","Married (w/kids)","Master's Degree","Democrat","No","Yes","No","No","No","No","Public","No","Yes","No","Yes","Yes","Yes","Yes","Science","Study first","Yes","No","No","Yes","Receiving","No","No","Idealist","No","Yes","Cool headed","Standard hours","Yes","Happy","Yes","Yes","No","Yes","P.M.","Yes","Start","Yes","No","Circumstances","Yes","Yes","Yes","Yes","No","TMI","No","No","Talk","Technology","No","No","Yes","No","Yes","Supportive","No","Mac","No","Cautious","Yes","Yes!","No","Space","No","In-person","Yes","No","Yes","No","Yay people!","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","Own","Optimist","Mom","No","Yes","Yes","No","Nope","Yes","No","No","Yes","Yes","Yes","Yes","No","No","No",2285,62
1969,"Male","$100,001 - $150,000","Married (no kids)","Master's Degree","Democrat","No","Yes","No","Yes","Yes","Yes","Public","Yes","No","No","Yes","Yes","Yes","Yes","Science","Study first","Yes","Yes","No","No","Receiving","Yes","Yes","Pragmatist","No","No","Cool headed","Standard hours","Yes","Happy","Yes","Yes","No","No","P.M.","Yes","End","Yes","No","Me","Yes","Yes","No","No","Yes","Mysterious","No","No","Tunes","People","Yes","Yes","Yes","No","Yes","Supportive","No","PC","No","Cautious","Yes","Umm...","No","Space","No","Online","No","Yes","Yes","Yes","Grrr people","Yes","No","No","Yes","No","Yes","Yes","Yes","No","No","Yes","No","Own","Pessimist","Dad","No","Yes","No","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","Yes","No","Yes",2287,20
1971,"Male","$100,001 - $150,000","Married (w/kids)","Bachelor's Degree","Independent","No","Yes","No","Yes","No","Yes","Public","Yes","Yes","No","No","No","No","Yes","Science","Study first","No","Yes","Yes","Yes","Giving","Yes","No","Idealist","No","No","Cool headed","Standard hours","No","Happy","Yes","Yes","No","No","A.M.","Yes","Start","Yes","Yes","Me","Yes","No","No","No","No","Mysterious","No","Yes","Tunes","People","Yes","No","Yes","Yes","No","Supportive","No","PC","Yes","Cautious","No","Yes!","No","Space","Yes","In-person","Yes","Yes","Yes","Yes","Yay people!","Yes","Yes","No","No","No","No","Yes","No","No","No","Yes","No","Own","Optimist","Dad","Yes","No","No","No","Check!","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",2292,36
1970,"Male","over $150,000","Married (w/kids)","Bachelor's Degree","Republican","No","No","No","Yes","No","No","Public","No","Yes","No","Yes","Yes","No","Yes","Science","Study first","No","No","Yes","No","Giving","No","Yes","Pragmatist","No","Yes","Cool headed","Standard hours","No","Happy","Yes","No","Yes","Yes","P.M.","Yes","Start","Yes","Yes","Me","Yes","Yes","Yes","Yes","No","Mysterious","Yes","Yes","Talk","People","No","Yes","Yes","No","Yes","Supportive","No","Mac","Yes","Cautious","No","Yes!","No","Space","No","In-person","No","Yes","Yes","Yes","Grrr people","Yes","No","Yes","Yes","No","Yes","No","Yes","Yes","Yes","No","No","Own","Pessimist","Mom","Yes","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes",2296,71
1957,"Male","$75,000 - $100,000","Married (no kids)","Bachelor's Degree","Democrat","Yes","No","No","Yes","Yes","Yes","Public","Yes","Yes","No","No","Yes","No","Yes","Science","Study first","Yes","No","Yes","Yes","Giving","Yes","No","Pragmatist","No","Yes","Cool headed","Standard hours","Yes","Happy","Yes","Yes","Yes","No","P.M.","Yes","Start","Yes","No","Circumstances","No","No","No","No","No","Mysterious","No","Yes","Tunes","Technology","No","Yes","Yes","No","Yes","Supportive","Yes","PC","Yes","Cautious","Yes","Umm...","No","Space","No","In-person","Yes","Yes","No","No","Yay people!","Yes","Yes","No","Yes","No","No","Yes","No","No","Yes","Yes","Yes","Own","Optimist","Dad","No","Yes","No","Yes","Check!","Yes","No","No","No","Yes","Yes","Yes","Yes","No","Yes",2298,83
1966,"Male","$75,000 - $100,000","Married (w/kids)","Bachelor's Degree","Republican","Yes","Yes","No","Yes","Yes","Yes","Public","No","Yes","No","Yes","Yes","No","Yes","Science","Study first","No","No","Yes","Yes","Giving","Yes","No","Pragmatist","No","Yes","Hot headed","Standard hours","No","Right","Yes","Yes","Yes","No","A.M.","Yes","Start","Yes","Yes","Me","Yes","Yes","No","Yes","No","TMI","Yes","No","Talk","Technology","No","Yes","No","No","No","Demanding","Yes","PC","Yes","Risk-friendly","No","Yes!","No","Socialize","Yes","In-person","Yes","Yes","Yes","Yes","Yay people!","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Own","Optimist","Dad","Yes","Yes","No","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","Yes","No","Yes",2305,77
1989,"Male","$25,001 - $50,000","Single (no kids)","Bachelor's Degree","Libertarian","No","Yes","No","Yes","No","Yes","Public","No","Yes","No","No","Yes","No","Yes","Science","Study first","No","Yes","No","No","Giving","No","Yes","Pragmatist","No","No","Cool headed","Standard hours","Yes","Happy","Yes","No","No","No","P.M.","Yes","Start","Yes","No","Me","Yes","No","No","Yes","No","Mysterious","No","No","Tunes","Technology","No","No","No","Yes","Yes","Supportive","No","PC","No","Cautious","No","Yes!","No","Space","No","In-person","No","Yes","Yes","Yes","Yay people!","No","No","No","No","No","Yes","Yes","No","Yes","No","Yes","No","Rent","Optimist","Mom","No","No","No","No","Check!","Yes","No","No","No","Yes","No","Yes","No","No","Yes",2306,100
1962,"Female","$75,000 - $100,000","Single (no kids)","Bachelor's Degree","Democrat","Yes","Yes","No","Yes","No","Yes","Public","No","Yes","No","Yes","Yes","No","Yes","Science","Study first","No","No","Yes","Yes","Giving","No","No","Pragmatist","Yes","Yes","Hot headed","Standard hours","Yes","Right","Yes","Yes","No","Yes","P.M.","No","Start","No","No","Circumstances","Yes","Yes","No","Yes","No","Mysterious","No","Yes","Talk","Technology","No","Yes","Yes","No","Yes","Demanding","Yes","Mac","Yes","Cautious","Yes","Umm...","No","Space","No","In-person","Yes","No","Yes","No","Grrr people","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes","Yes","No","Own","Pessimist","Dad","No","No","Yes","No","Nope","Yes","Yes","No","Yes","No","Yes","Yes","No","No","No",2309,99
1965,"Female","$50,000 - $74,999","Single (no kids)","Bachelor's Degree","Democrat","No","Yes","Yes","No","Yes","Yes","Public","Yes","Yes","No","Yes","Yes","No","Yes","Art","Try first","Yes","Yes","Yes","No","Giving","No","No","Idealist","No","Yes","Hot headed","Odd hours","No","Happy","No","Yes","No","No","P.M.","Yes","Start","Yes","No","Circumstances","Yes","No","No","Yes","No","TMI","No","Yes","Tunes","People","Yes","Yes","No","Yes","Yes","Demanding","No","Mac","Yes","Cautious","Yes","Umm...","No","Socialize","Yes","In-person","Yes","No","Yes","Yes","Yay people!","Yes","No","No","Yes","Yes","No","Yes","No","Yes","Yes","Yes","No","Own","Optimist","Dad","No","No","Yes","Yes","Check!","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No",2310,100
1976,"Female","$50,000 - $74,999","Single (no kids)","Bachelor's Degree","Other","No","Yes","No","No","No","Yes","Public","No","Yes","Yes","Yes","Yes","Yes","No","Art","Study first","Yes","No","Yes","Yes","Giving","Yes","No","Idealist","No","Yes","Cool headed","Odd hours","No","Happy","Yes","Yes","No","Yes","A.M.","Yes","End","Yes","No","Circumstances","Yes","Yes","No","Yes","No","TMI","No","Yes","Tunes","Technology","No","Yes","Yes","Yes","Yes","Demanding","No","Mac","Yes","Cautious","No","Umm...","No","Space","No","In-person","No","No","Yes","Yes","Grrr people","Yes","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","No","Rent","Optimist","Mom","No","No","Yes","Yes","Nope","Yes","No","Yes","Yes","No","No","Yes","No","No","Yes",2312,101
1994,"Male","under $25,000","Single (no kids)","Current Undergraduate","Democrat","No","No","Yes","No","Yes","Yes","Public","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Science","Study first","Yes","Yes","Yes","Yes","Receiving","No","Yes","Idealist","No","Yes","Hot headed","Odd hours","Yes","Happy","No","Yes","Yes","Yes","P.M.","Yes","Start","Yes","No","Circumstances","Yes","Yes","Yes","No","Yes","TMI","Yes","No","Tunes","People","Yes","Yes","Yes","No","Yes","Supportive","No","PC","No","Cautious","No","Yes!","No","Space","Yes","In-person","No","No","Yes","Yes","Grrr people","Yes","No","No","No","No","Yes","Yes","No","Yes","No","No","No","Own","Pessimist","Mom","No","No","Yes","Yes","Nope","No","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes",2316,56
1986,"Female","$75,000 - $100,000","Married (no kids)","Current Undergraduate","Democrat","No","Yes","No","Yes","No","No","Public","Yes","Yes","Yes","Yes","No","Yes","Yes","Art","Try first","No","Yes","Yes","Yes","Receiving","Yes","No","Idealist","No","No","Cool headed","Standard hours","Yes","Happy","Yes","Yes","Yes","No","P.M.","Yes","End","No","No","Circumstances","Yes","No","No","No","No","Mysterious","Yes","No","Tunes","Technology","No","Yes","Yes","Yes","Yes","Supportive","Yes","PC","No","Cautious","No","Yes!","No","Socialize","No","Online","Yes","Yes","Yes","Yes","Yay people!","No","No","Yes","Yes","Yes","Yes","No","No","No","Yes","Yes","Yes","Rent","Optimist","Mom","No","Yes","Yes","Yes","Nope","No","No","No","Yes","Yes","No","Yes","Yes","No","No",2319,41
1991,"Male","under $25,000","Single (no kids)","Doctoral Degree","Republican","No","No","No","Yes","Yes","No","Private","Yes","No","No","Yes","No","Yes","Yes","Science","Study first","No","Yes","Yes","No","Receiving","Yes","Yes","Idealist","Yes","No","Cool headed","Odd hours","No","Right","No","Yes","No","No","P.M.","Yes","Start","Yes","Yes","Me","No","No","No","No","No","Mysterious","No","Yes","Tunes","People","Yes","Yes","No","No","Yes","Supportive","No","PC","Yes","Risk-friendly","No","Yes!","No","Space","No","In-person","No","Yes","Yes","Yes","Yay people!","Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","No","Yes","Yes","Own","Optimist","Dad","No","Yes","No","Yes","Nope","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes",2320,94
