"YOB","Gender","Income","HouseholdStatus","EducationLevel","Party","Q124742","Q124122","Q123464","Q123621","Q122769","Q122770","Q122771","Q122120","Q121699","Q121700","Q120978","Q121011","Q120379","Q120650","Q120472","Q120194","Q120012","Q120014","Q119334","Q119851","Q119650","Q118892","Q118117","Q118232","Q118233","Q118237","Q117186","Q117193","Q116797","Q116881","Q116953","Q116601","Q116441","Q116448","Q116197","Q115602","Q115777","Q115610","Q115611","Q115899","Q115390","Q114961","Q114748","Q115195","Q114517","Q114386","Q113992","Q114152","Q113583","Q113584","Q113181","Q112478","Q112512","Q112270","Q111848","Q111580","Q111220","Q110740","Q109367","Q108950","Q109244","Q108855","Q108617","Q108856","Q108754","Q108342","Q108343","Q107869","Q107491","Q106993","Q106997","Q106272","Q106388","Q106389","Q106042","Q105840","Q105655","Q104996","Q103293","Q102906","Q102674","Q102687","Q102289","Q102089","Q101162","Q101163","Q101596","Q100689","Q100680","Q100562","Q99982","Q100010","Q99716","Q99581","Q99480","Q98869","Q98578","Q98059","Q98078","Q98197","Q96024","UserID","Happy","votes"
1962,"Female","$25,001 - $50,000","Single (w/kids)","Bachelor's Degree","Democrat","No","Yes","No","No","No","Yes","Public","Yes","Yes","Yes","Yes","No","No","Yes","Art","Study first","Yes","No","Yes","No","Receiving","Yes","No","Pragmatist","No","No","Cool headed","Standard hours","No","Happy","Yes","Yes","No","Yes","A.M.","Yes","End","Yes","No","Circumstances","Yes","No","Yes","No","No","Mysterious","No","Yes","Tunes","Technology","No","No","Yes","Yes","No","Supportive","No","PC","No","Cautious","Yes","Yes!","Yes","Space","No","In-person","No","Yes","Yes","Yes","Grrr people","Yes","No","No","Yes","Yes","No","Yes","No","No","No","Yes","No","Own","Optimist","Dad","No","Yes","Yes","No","Check!","Yes","Yes","No","No","No","No","Yes","Yes","No","No",2332,0,72
1958,"Male","$100,001 - $150,000","Married (w/kids)","Master's Degree","Democrat","Yes","No","No","Yes","No","No","Public","Yes","Yes","No","Yes","Yes","Yes","Yes","Art","Study first","Yes","Yes","No","No","Giving","Yes","No","Pragmatist","No","Yes","Hot headed","Standard hours","No","Right","No","Yes","No","Yes","P.M.","Yes","End","Yes","No","Circumstances","Yes","Yes","Yes","Yes","No","Mysterious","No","No","Talk","People","No","No","Yes","Yes","Yes","Supportive","No","PC","Yes","Risk-friendly","Yes","Umm...","No","Space","No","Online","Yes","No","Yes","Yes","Grrr people","Yes","Yes","No","No","Yes","No","No","Yes","Yes","Yes","No","Yes","Own","Optimist","Dad","Yes","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","Yes","No","Yes",2333,1,38
1964,"Male","over $150,000","Married (no kids)","Associate's Degree","Republican","Yes","Yes","No","Yes","Yes","Yes","Public","No","Yes","No","No","Yes","No","Yes","Science","Try first","Yes","Yes","Yes","Yes","Giving","Yes","Yes","Pragmatist","Yes","Yes","Hot headed","Odd hours","No","Happy","No","Yes","No","Yes","P.M.","Yes","Start","Yes","Yes","Me","No","Yes","Yes","Yes","No","TMI","Yes","No","Tunes","People","No","Yes","Yes","No","No","Supportive","Yes","Mac","Yes","Risk-friendly","No","Umm...","No","Socialize","No","In-person","No","No","Yes","No","Grrr people","Yes","Yes","No","No","Yes","Yes","Yes","No","Yes","No","No","Yes","Rent","Optimist","Dad","No","Yes","Yes","Yes","Nope","Yes","No","No","Yes","Yes","Yes","Only-child","Yes","No","Yes",2334,0,25
1962,"Male","$100,001 - $150,000","Married (w/kids)","Master's Degree","Republican","Yes","Yes","No","No","No","No","Private","No","Yes","No","No","Yes","Yes","Yes","Art","Try first","No","No","No","No","Giving","Yes","Yes","Idealist","No","Yes","Cool headed","Standard hours","No","Happy","Yes","No","No","Yes","P.M.","Yes","Start","Yes","Yes","Circumstances","Yes","Yes","Yes","Yes","Yes","TMI","No","Yes","Tunes","People","No","Yes","No","No","Yes","Supportive","No","Mac","No","Risk-friendly","No","Yes!","No","Socialize","No","In-person","Yes","Yes","Yes","Yes","Yay people!","Yes","No","Yes","Yes","No","Yes","No","No","No","Yes","No","No","Own","Optimist","Dad","No","Yes","Yes","Yes","Nope","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","Yes",2337,0,57
1967,"Female","over $150,000","Married (w/kids)","Bachelor's Degree","Republican","Yes","Yes","No","Yes","No","Yes","Public","No","No","No","Yes","No","No","Yes","Science","Try first","No","Yes","No","No","Receiving","Yes","No","Idealist","No","No","Cool headed","Standard hours","No","Happy","Yes","No","Yes","Yes","A.M.","Yes","Start","Yes","Yes","Circumstances","No","Yes","Yes","Yes","No","TMI","No","No","Tunes","People","No","Yes","No","Yes","Yes","Supportive","Yes","PC","Yes","Cautious","No","Yes!","No","Socialize","No","In-person","Yes","Yes","Yes","Yes","Yay people!","Yes","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","No","No","Own","Optimist","Dad","No","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","Yes","No","Yes",2338,0,95
1959,"Male","$100,001 - $150,000","Married (w/kids)","Bachelor's Degree","Republican","No","Yes","No","Yes","Yes","No","Public","No","Yes","No","Yes","Yes","No","Yes","Science","Try first","No","No","No","No","Giving","Yes","No","Pragmatist","Yes","Yes","Cool headed","Standard hours","Yes","Happy","Yes","Yes","No","No","A.M.","Yes","End","Yes","Yes","Circumstances","No","Yes","No","Yes","No","Mysterious","Yes","No","Tunes","Technology","Yes","No","No","No","No","Demanding","No","Mac","Yes","Cautious","Yes","Umm...","No","Space","No","Online","Yes","Yes","Yes","No","Yay people!","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Own","Optimist","Dad","Yes","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","No",2339,1,23
1988,"Female","$25,001 - $50,000","Single (no kids)","Bachelor's Degree","Independent","No","No","No","Yes","No","No","Public","Yes","Yes","No","Yes","Yes","No","Yes","Art","Study first","Yes","No","Yes","Yes","Giving","No","No","Pragmatist","No","No","Cool headed","Standard hours","No","Happy","Yes","Yes","No","No","P.M.","Yes","Start","Yes","No","Circumstances","Yes","Yes","Yes","Yes","No","Mysterious","Yes","No","Talk","Technology","No","No","Yes","No","Yes","Supportive","No","PC","No","Cautious","No","Yes!","No","Socialize","Yes","In-person","No","No","Yes","Yes","Yay people!","No","No","No","Yes","Yes","Yes","No","No","No","No","No","No","Rent","Optimist","Mom","No","Yes","Yes","Yes","Check!","Yes","No","Yes","Yes","Yes","No","Only-child","No","No","No",2340,1,100
1963,"Female","over $150,000","Married (w/kids)","Bachelor's Degree","Independent","No","Yes","No","No","Yes","Yes","Public","No","Yes","No","Yes","Yes","No","Yes","Art","Study first","No","No","No","No","Giving","Yes","No","Pragmatist","No","No","Cool headed","Standard hours","Yes","Happy","Yes","Yes","Yes","No","P.M.","Yes","Start","Yes","No","Circumstances","No","No","Yes","Yes","Yes","Mysterious","No","No","Tunes","People","Yes","Yes","No","No","Yes","Supportive","No","PC","No","Cautious","Yes","Yes!","No","Socialize","No","In-person","No","Yes","Yes","No","Yay people!","Yes","No","No","Yes","No","Yes","Yes","Yes","No","No","Yes","No","Own","Optimist","Mom","No","Yes","Yes","Yes","Check!","Yes","No","No","No","Yes","No","Yes","No","Yes","No",2342,1,101
1982,"Male","$25,001 - $50,000","Single (no kids)","Bachelor's Degree","Democrat","No","Yes","No","No","No","No","Public","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Science","Study first","Yes","No","No","No","Giving","Yes","No","Pragmatist","No","Yes","Hot headed","Odd hours","No","Right","Yes","No","Yes","No","P.M.","Yes","End","Yes","No","Circumstances","Yes","Yes","Yes","No","No","Mysterious","Yes","No","Tunes","Technology","No","Yes","Yes","Yes","No","Supportive","No","Mac","Yes","Cautious","Yes","Umm...","No","Space","Yes","Online","No","No","Yes","No","Grrr people","Yes","No","No","Yes","Yes","No","No","Yes","Yes","Yes","No","No","Rent","Pessimist","Dad","No","Yes","Yes","No","Check!","No","Yes","No","Yes","No","No","Yes","No","No","No",2343,0,98
1937,"Male","$75,000 - $100,000","Single (no kids)","Bachelor's Degree","Republican","No","No","No","No","No","No","Public","Yes","Yes","No","No","No","No","Yes","Science","Try first","Yes","Yes","No","Yes","Giving","No","No","Pragmatist","No","No","Cool headed","Standard hours","No","Happy","No","Yes","Yes","No","P.M.","Yes","End","Yes","Yes","Me","No","Yes","Yes","No","No","Mysterious","No","No","Tunes","Technology","Yes","No","No","Yes","No","Supportive","No","PC","Yes","Risk-friendly","No","Umm...","No","Space","No","In-person","No","Yes","Yes","Yes","Yay people!","Yes","No","No","Yes","No","No","No","No","No","Yes","No","Yes","Own","Optimist","Dad","Yes","No","No","Yes","Check!","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",2344,1,86
1966,"Female","$25,001 - $50,000","Single (no kids)","High School Diploma","Libertarian","Yes","No","No","Yes","No","No","Public","No","Yes","No","Yes","Yes","No","Yes","Science","Study first","No","No","No","Yes","Giving","Yes","No","Pragmatist","Yes","No","Cool headed","Standard hours","No","Happy","No","Yes","No","No","P.M.","No","Start","Yes","No","Circumstances","Yes","No","Yes","No","No","TMI","Yes","Yes","Talk","People","No","Yes","Yes","No","No","Supportive","Yes","Mac","Yes","Cautious","Yes","Yes!","No","Space","No","Online","No","No","Yes","Yes","Grrr people","Yes","No","No","Yes","Yes","Yes","No","No","No","No","Yes","No","Own","Pessimist","Mom","No","Yes","Yes","Yes","Check!","No","Yes","No","Yes","Yes","No","Only-child","Yes","No","Yes",2349,0,88
1983,"Female","$100,001 - $150,000","Single (no kids)","Master's Degree","Libertarian","Yes","Yes","No","No","No","Yes","Public","No","Yes","No","No","Yes","Yes","Yes","Art","Try first","Yes","Yes","No","Yes","Giving","No","Yes","Pragmatist","No","Yes","Cool headed","Standard hours","No","Right","No","Yes","No","Yes","P.M.","Yes","Start","No","No","Me","No","No","Yes","No","No","TMI","No","Yes","Talk","People","Yes","No","Yes","Yes","No","Demanding","No","Mac","No","Cautious","Yes","Yes!","No","Space","Yes","In-person","Yes","No","Yes","Yes","Grrr people","Yes","No","No","No","No","Yes","No","No","No","No","Yes","No","Own","Pessimist","Dad","No","Yes","Yes","Yes","Nope","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes",2350,1,48
1978,"Male","$100,001 - $150,000","Married (w/kids)","Master's Degree","Libertarian","No","Yes","No","No","No","No","Public","No","No","No","Yes","Yes","Yes","Yes","Science","Study first","No","No","No","No","Giving","Yes","Yes","Pragmatist","No","Yes","Cool headed","Odd hours","No","Happy","No","Yes","Yes","No","P.M.","No","End","Yes","Yes","Me","Yes","Yes","No","Yes","No","Mysterious","Yes","No","Talk","Technology","Yes","No","Yes","No","No","Supportive","No","PC","Yes","Cautious","No","Umm...","No","Space","No","In-person","Yes","No","Yes","Yes","Grrr people","Yes","No","No","No","No","Yes","No","Yes","Yes","Yes","No","No","Own","Pessimist","Mom","Yes","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","No",2351,0,101
1994,"Female","over $150,000","Single (no kids)","Current Undergraduate","Democrat","Yes","Yes","No","No","Yes","No","Private","Yes","Yes","Yes","Yes","Yes","No","Yes","Art","Try first","Yes","No","No","No","Giving","Yes","Yes","Idealist","No","Yes","Hot headed","Standard hours","Yes","Right","No","Yes","No","Yes","P.M.","No","End","Yes","No","Me","Yes","No","No","Yes","Yes","TMI","No","Yes","Tunes","People","No","Yes","No","Yes","No","Demanding","Yes","PC","Yes","Risk-friendly","Yes","Umm...","No","Socialize","Yes","Online","Yes","No","Yes","Yes","Grrr people","Yes","No","Yes","Yes","No","Yes","No","No","Yes","No","Yes","No","Own","Optimist","Mom","Yes","Yes","Yes","Yes","Check!","No","No","No","Yes","Yes","No","Yes","Yes","No","No",2354,0,76
1983,"Female","$50,000 - $74,999","Single (no kids)","Master's Degree","Other","No","Yes","No","Yes","No","No","Public","No","Yes","No","Yes","Yes","Yes","Yes","Science","Study first","Yes","Yes","No","No","Giving","Yes","Yes","Idealist","No","No","Cool headed","Standard hours","No","Happy","Yes","Yes","Yes","No","P.M.","Yes","Start","Yes","No","Me","Yes","No","No","No","Yes","TMI","No","No","Tunes","People","No","Yes","No","No","Yes","Demanding","No","Mac","No","Cautious","No","Umm...","No","Socialize","No","In-person","No","Yes","Yes","Yes","Grrr people","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","No","Rent","Optimist","Dad","No","Yes","Yes","Yes","Check!","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No",2356,0,101
1970,"Male","$50,000 - $74,999","Married (w/kids)","Bachelor's Degree","Libertarian","Yes","No","No","Yes","Yes","No","Public","No","No","No","Yes","No","No","Yes","Science","Try first","No","Yes","No","No","Giving","No","No","Idealist","Yes","Yes","Hot headed","Standard hours","No","Happy","No","Yes","No","No","A.M.","No","End","Yes","No","Me","Yes","No","No","Yes","No","TMI","No","Yes","Talk","Technology","No","No","No","Yes","Yes","Supportive","No","PC","Yes","Risk-friendly","No","Umm...","No","Socialize","No","Online","Yes","No","Yes","Yes","Yay people!","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","Rent","Optimist","Dad","No","Yes","No","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","Yes","No","Yes",2357,1,101
1975,"Female","$50,000 - $74,999","Single (no kids)","Bachelor's Degree","Independent","No","Yes","No","Yes","No","Yes","Public","No","Yes","No","Yes","Yes","No","Yes","Science","Study first","No","Yes","No","Yes","Giving","No","No","Pragmatist","Yes","No","Hot headed","Odd hours","No","Happy","Yes","Yes","No","Yes","P.M.","Yes","Start","Yes","No","Me","Yes","No","No","Yes","No","TMI","No","Yes","Tunes","Technology","Yes","Yes","Yes","Yes","No","Demanding","No","PC","Yes","Cautious","No","Umm...","No","Space","No","Online","No","Yes","Yes","Yes","Grrr people","Yes","No","No","No","Yes","No","Yes","No","No","No","Yes","No","Own","Optimist","Mom","No","No","Yes","Yes","Nope","Yes","No","No","Yes","Yes","Yes","Yes","No","No","No",2361,0,90
1985,"Female","$25,001 - $50,000","Married (w/kids)","Associate's Degree","Democrat","Yes","Yes","Yes","No","No","No","Public","Yes","Yes","No","No","No","No","Yes","Art","Study first","Yes","No","No","No","Giving","Yes","No","Idealist","No","Yes","Hot headed","Odd hours","No","Happy","Yes","Yes","No","No","A.M.","No","End","Yes","No","Circumstances","No","Yes","No","No","No","TMI","No","No","Tunes","Technology","No","No","Yes","No","No","Demanding","Yes","PC","Yes","Cautious","Yes","Yes!","No","Socialize","No","Online","Yes","Yes","Yes","Yes","Yay people!","No","No","Yes","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Own","Optimist","Mom","No","Yes","Yes","Yes","Nope","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No",2362,1,95
1997,"Female","$100,001 - $150,000","Single (no kids)","Current K-12","Independent","Yes","No","No","No","No","Yes","Public","Yes","No","Yes","Yes","No","No","Yes","Art","Try first","No","Yes","No","Yes","Giving","No","Yes","Idealist","No","Yes","Hot headed","Standard hours","No","Happy","No","No","No","Yes","P.M.","Yes","Start","No","No","Circumstances","Yes","Yes","No","Yes","Yes","TMI","No","Yes","Tunes","People","No","Yes","Yes","Yes","No","Supportive","No","PC","No","Risk-friendly","Yes","Umm...","Yes","Space","Yes","In-person","No","No","Yes","Yes","Grrr people","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Own","Pessimist","Dad","No","No","Yes","Yes","Nope","No","No","No","No","No","No","Only-child","Yes","No","No",2363,0,33
1963,"Male","$75,000 - $100,000","Married (w/kids)","High School Diploma","Republican","No","No","No","Yes","No","Yes","Public","No","Yes","No","No","No","No","Yes","Art","Try first","No","No","Yes","No","Giving","No","No","Idealist","Yes","No","Cool headed","Standard hours","No","Right","No","Yes","Yes","No","A.M.","Yes","End","Yes","No","Circumstances","No","Yes","Yes","Yes","No","Mysterious","No","No","Talk","People","Yes","Yes","Yes","Yes","Yes","Demanding","No","Mac","Yes","Cautious","No","Yes!","No","Space","Yes","In-person","Yes","Yes","No","Yes","Grrr people","Yes","Yes","Yes","No","No","No","No","No","Yes","Yes","No","No","Own","Optimist","Dad","No","No","Yes","Yes","Nope","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",2364,1,86
1963,"Female","$75,000 - $100,000","Single (no kids)","Master's Degree","Democrat","Yes","Yes","No","No","Yes","Yes","Public","Yes","No","Yes","Yes","Yes","Yes","Yes","Art","Study first","Yes","Yes","Yes","Yes","Receiving","Yes","No","Idealist","Yes","Yes","Hot headed","Standard hours","Yes","Right","Yes","Yes","Yes","No","P.M.","Yes","Start","Yes","Yes","Circumstances","No","No","Yes","Yes","Yes","Mysterious","No","No","Tunes","Technology","Yes","Yes","Yes","Yes","No","Demanding","Yes","PC","Yes","Cautious","Yes","Umm...","No","Space","No","Online","Yes","No","Yes","Yes","Grrr people","No","No","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","No","Rent","Pessimist","Dad","No","No","Yes","No","Check!","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","No",2365,0,55
1969,"Male","$50,000 - $74,999","Domestic Partners (w/kids)","Associate's Degree","Independent","Yes","No","No","Yes","No","No","Private","No","Yes","Yes","Yes","No","No","Yes","Science","Try first","Yes","Yes","No","No","Giving","Yes","Yes","Idealist","No","Yes","Cool headed","Standard hours","Yes","Happy","Yes","Yes","No","No","P.M.","Yes","End","Yes","No","Me","No","No","No","Yes","No","TMI","Yes","No","Tunes","People","No","Yes","Yes","No","Yes","Demanding","No","PC","Yes","Cautious","No","Yes!","No","Socialize","Yes","Online","Yes","Yes","Yes","No","Yay people!","Yes","No","No","No","Yes","Yes","No","Yes","No","Yes","No","No","Own","Optimist","Mom","No","Yes","No","Yes","Nope","Yes","No","No","Yes","No","No","Yes","No","No","Yes",2367,1,28
1985,"Male","$25,001 - $50,000","Married (w/kids)","High School Diploma","Libertarian","Yes","Yes","No","Yes","Yes","Yes","Public","No","Yes","No","Yes","No","No","Yes","Art","Study first","No","No","Yes","No","Giving","No","No","Pragmatist","No","No","Cool headed","Standard hours","No","Happy","Yes","Yes","Yes","Yes","A.M.","Yes","Start","Yes","Yes","Me","No","Yes","No","Yes","No","Mysterious","No","Yes","Talk","People","Yes","No","Yes","Yes","No","Supportive","No","PC","No","Cautious","No","Yes!","No","Space","Yes","In-person","No","No","Yes","Yes","Yay people!","Yes","Yes","Yes","No","No","Yes","No","No","No","No","Yes","Yes","Rent","Optimist","Mom","Yes","Yes","No","Yes","Check!","Yes","No","No","No","Yes","Yes","Only-child","No","Yes","No",2368,1,35
1969,"Male","over $150,000","Married (w/kids)","Bachelor's Degree","Republican","Yes","Yes","No","Yes","No","Yes","Private","No","Yes","No","No","No","No","Yes","Science","Try first","Yes","No","Yes","Yes","Receiving","No","No","Pragmatist","No","No","Hot headed","Odd hours","No","Happy","No","Yes","No","No","A.M.","No","Start","No","Yes","Me","Yes","No","Yes","Yes","No","Mysterious","No","Yes","Talk","Technology","No","Yes","Yes","No","No","Demanding","Yes","Mac","No","Risk-friendly","No","Yes!","No","Space","Yes","In-person","No","No","No","No","Grrr people","Yes","No","Yes","Yes","No","No","No","Yes","Yes","No","Yes","No","Own","Pessimist","Mom","Yes","Yes","No","No","Check!","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes",2369,1,33
1962,"Female","$25,001 - $50,000","Single (no kids)","Bachelor's Degree","Independent","No","No","No","Yes","Yes","Yes","Public","Yes","No","No","Yes","No","No","Yes","Science","Try first","Yes","No","No","Yes","Giving","Yes","Yes","Pragmatist","No","No","Hot headed","Standard hours","Yes","Happy","Yes","Yes","No","No","P.M.","Yes","End","Yes","Yes","Circumstances","No","No","Yes","No","No","Mysterious","No","No","Talk","Technology","Yes","Yes","Yes","No","Yes","Supportive","No","PC","Yes","Cautious","No","Umm...","No","Space","No","In-person","No","Yes","No","Yes","Grrr people","Yes","No","No","Yes","No","Yes","Yes","No","No","No","Yes","No","Own","Optimist","Dad","No","Yes","No","No","Check!","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Yes","Yes",2370,0,98
